,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,c5_x,c5_y,t
0,0,117.800087,214.7122192,193.2376556,218.9772949,333.3306885,211.5598755,472.6258545,204.4758148,507.2010803,231.1198273,0
1,1,117.844223,214.6013489,192.5320587,218.9746857,333.3780212,211.4358826,472.5290222,205.1143646,507.280426,231.1385956,0.033333333
2,2,117.8640747,214.7514801,192.5291901,218.9994812,333.3866577,211.4447174,472.472168,205.1479034,507.3224792,231.1426849,0.066666667
3,3,117.896019,214.7062531,192.5178528,219.1239777,333.2441101,211.7355957,470.5127563,204.4804993,507.61026,232.1412048,0.1
4,4,117.8431015,214.4840393,192.5838623,219.0306396,333.5445862,211.4980469,470.2679749,204.4655914,506.7579956,230.7644958,0.133333333
5,5,117.8599243,215.1349182,192.671463,219.5192719,333.2634583,211.7509766,470.3664246,205.0213776,505.2104797,231.5275116,0.166666667
6,6,117.9486923,215.1311798,193.3998108,218.0281525,332.9662781,211.384964,469.6748047,205.3209534,504.3727417,232.1539307,0.2
7,7,117.8009872,215.0748291,192.6658325,219.3835144,333.5778809,211.6686249,467.7227478,204.6663208,502.7182312,231.7612152,0.233333333
8,8,117.7007523,215.0438843,192.6292725,219.4527588,333.5491638,212.3942566,467.8012695,204.5305481,502.8257751,231.2758179,0.266666667
9,9,117.6438675,214.9218445,193.1679077,218.4781189,333.145813,211.3964844,467.4539185,203.7552795,502.221344,232.0615082,0.3
10,10,117.612442,214.618927,194.5193024,218.6302032,333.3328857,211.3549347,467.6251221,203.3168945,502.0078735,230.7032928,0.333333333
11,11,117.556015,214.4081116,194.3358612,218.5514374,333.6762085,211.8010254,467.4320068,203.7781067,500.7623901,231.8445587,0.366666667
12,12,116.7004318,214.4856873,195.9825134,219.658783,333.5368042,211.6478424,465.921814,204.1459351,503.0405273,231.6521301,0.4
13,13,116.9130859,214.6331482,195.7746582,219.644989,333.6832275,212.0012207,464.9299316,205.3856354,501.5218506,231.4976349,0.433333333
14,14,116.9164276,214.6253052,195.7723999,219.6297455,333.6850586,211.9936829,464.9096069,205.2096405,501.4875488,231.3715363,0.466666667
15,15,116.8167191,214.4697113,195.624054,219.4945374,333.8105774,212.1539459,464.0582581,203.8993835,501.17453,231.1945496,0.5
16,16,116.9066925,214.4198303,196.1345215,219.5730133,333.7840576,212.0372925,464.7481384,204.272934,501.7622681,233.3012695,0.533333333
17,17,116.8582916,214.5506134,195.9633179,219.5878296,333.5834656,211.5509338,464.1967163,204.3610687,500.1242065,233.323349,0.566666667
18,18,117.0409012,214.1394501,194.9192047,219.2056885,333.5709229,211.4968567,463.2687378,204.3403473,499.6870728,232.3887329,0.6
19,19,116.8942719,214.0345612,196.6772919,219.2698822,333.2914734,211.5470886,463.3938599,205.2633972,499.5991211,232.6678619,0.633333333
