,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,c5_x,c5_y,t
0,0,128.52182006835938,231.2410430908203,222.83901977539062,230.23524475097656,318.89501953125,218.55545043945312,471.40985107421875,209.62353515625,534.2024536132812,216.95150756835938,0.0
1,1,126.88238525390625,231.1465301513672,223.79156494140625,232.70681762695312,317.2731628417969,219.28326416015625,470.7928466796875,208.8629913330078,533.7881469726562,217.77981567382812,0.0333333333333333
2,2,126.24140167236328,230.78277587890625,224.59671020507812,233.33531188964844,316.57989501953125,218.71923828125,470.8648986816406,210.02069091796875,531.4299926757812,218.11248779296875,0.0666666666666666
3,3,122.35172271728516,230.23236083984375,224.53192138671875,233.12403869628906,315.6416015625,217.52157592773438,469.8271789550781,208.8427734375,529.48388671875,216.91282653808594,0.0999999999999999
4,4,122.37842559814453,232.07620239257812,224.54971313476562,233.20033264160156,315.70892333984375,217.47171020507812,471.4649658203125,208.97116088867188,529.382568359375,218.6533966064453,0.1333333333333332
5,5,122.09295654296875,230.73141479492188,225.55303955078125,234.78549194335938,315.8872375488281,217.65687561035156,470.2890319824219,209.09512329101562,527.935546875,216.139892578125,0.1666666666666665
6,6,122.3586196899414,228.78623962402344,225.73052978515625,234.2750244140625,315.0325927734375,218.20846557617188,471.0473937988281,209.392578125,527.72802734375,216.50289916992188,0.1999999999999998
7,7,124.40559387207031,226.45347595214844,226.6897735595703,233.73016357421875,313.7392883300781,217.4776153564453,471.339111328125,209.66307067871094,526.6844482421875,216.4180908203125,0.2333333333333331
8,8,126.00234985351562,226.19688415527344,226.963134765625,232.79278564453125,314.22662353515625,217.24264526367188,470.3702087402344,208.9368438720703,525.8716430664062,215.8038787841797,0.2666666666666664
9,9,126.11090850830078,226.19134521484375,226.91189575195312,233.43365478515625,313.0531921386719,217.1051025390625,470.67254638671875,209.6165008544922,525.901123046875,214.8521270751953,0.2999999999999997
10,10,126.2760238647461,225.24632263183594,227.45123291015625,234.0381317138672,313.204833984375,216.94813537597656,472.34027099609375,209.88876342773438,525.809814453125,215.1575164794922,0.33333333333333304
11,11,126.59696197509766,225.13888549804688,228.02772521972656,233.8656768798828,314.36126708984375,216.42916870117188,471.5081481933594,209.69674682617188,524.2607421875,213.63626098632812,0.36666666666666636
12,12,125.22457885742188,223.68406677246094,227.7200927734375,233.9883575439453,313.5067138671875,216.7234649658203,471.8622741699219,208.40618896484375,524.985595703125,213.0924530029297,0.3999999999999997
13,13,125.29729461669922,223.50460815429688,227.720458984375,234.16622924804688,312.80438232421875,215.5998077392578,471.93280029296875,208.48435974121094,525.0917358398438,211.68048095703125,0.433333333333333
14,14,124.64482879638672,223.05734252929688,228.3617706298828,233.91781616210938,313.265869140625,216.3919219970703,472.4919128417969,208.7701873779297,523.9105834960938,210.0485076904297,0.46666666666666634
15,15,124.95317077636719,221.08441162109375,226.88784790039062,233.2403564453125,314.0953369140625,215.93417358398438,471.30316162109375,208.15402221679688,524.7813720703125,210.37515258789062,0.49999999999999967
16,16,125.07560729980469,223.0172882080078,226.71945190429688,233.1395721435547,313.6043701171875,215.78549194335938,471.35369873046875,208.21234130859375,524.6760864257812,210.14083862304688,0.533333333333333
17,17,124.64961242675781,221.407958984375,226.89772033691406,232.53042602539062,312.56353759765625,216.17672729492188,471.2318115234375,208.23294067382812,525.142333984375,209.58238220214844,0.5666666666666663
18,18,124.3760986328125,221.8042755126953,225.69972229003906,232.76681518554688,312.8411865234375,215.74009704589844,472.14892578125,209.47787475585938,525.0592651367188,206.9137420654297,0.5999999999999996
19,19,124.41424560546875,221.4640350341797,225.768310546875,232.02171325683594,313.6904296875,214.53135681152344,472.48046875,208.04324340820312,525.871826171875,206.29310607910156,0.633333333333333
20,20,124.252197265625,220.0191192626953,225.74269104003906,231.72215270996094,311.8001708984375,216.06463623046875,472.5498352050781,209.71527099609375,526.551513671875,206.3009490966797,0.6666666666666663
21,21,122.29129791259766,220.4523162841797,224.57472229003906,231.59085083007812,311.992919921875,215.93276977539062,472.46466064453125,209.5419464111328,528.2963256835938,206.1793212890625,0.6999999999999996
22,22,124.19183349609375,219.9068603515625,225.00308227539062,230.33998107910156,312.3160400390625,214.91160583496094,472.6090087890625,209.81121826171875,528.6539306640625,206.3313446044922,0.733333333333333
23,23,124.26339721679688,219.94625854492188,225.2177276611328,230.2322998046875,313.0853271484375,214.5269775390625,472.4747619628906,209.66494750976562,529.1283569335938,206.4917755126953,0.7666666666666663
24,24,124.02460479736328,219.78602600097656,223.0807647705078,230.59918212890625,312.2132568359375,213.6371612548828,471.847412109375,209.11767578125,529.5900268554688,207.54608154296875,0.7999999999999996
