,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,c5_x,c5_y,t
0,0,108.81802368164062,214.7089080810547,200.92990112304688,215.294677734375,338.1875915527344,213.4075164794922,454.633544921875,227.06617736816406,499.1480407714844,220.92369079589844,0.0
1,1,109.29708862304688,214.8232879638672,199.2161865234375,216.2548370361328,339.20330810546875,213.04852294921875,453.0660400390625,225.63040161132812,501.0574035644531,216.77537536621094,0.0333333333333333
2,2,109.04496002197266,214.10699462890625,197.730712890625,216.73863220214844,339.7463684082031,212.12225341796875,453.4140930175781,225.87351989746094,507.4337158203125,215.98974609375,0.0666666666666666
3,3,109.08212280273438,215.1664581298828,198.376708984375,217.64132690429688,339.4576416015625,212.11428833007812,453.548095703125,226.25750732421875,505.7418212890625,215.3060302734375,0.0999999999999999
4,4,111.12547302246094,214.2288818359375,196.81886291503906,219.40151977539062,338.9603271484375,211.72402954101562,452.2942810058594,225.62722778320312,511.97076416015625,212.97828674316406,0.1333333333333332
5,5,112.89698791503906,214.6415252685547,193.46875,220.37689208984375,338.58721923828125,210.745849609375,453.1451110839844,224.86038208007812,516.6950073242188,209.55709838867188,0.1666666666666665
6,6,114.19578552246094,215.506103515625,193.8075408935547,221.7976837158203,338.564697265625,211.43460083007812,454.52789306640625,222.60787963867188,521.000244140625,209.0459747314453,0.1999999999999998
7,7,115.75163269042969,217.01968383789062,192.39047241210938,221.976806640625,338.1123352050781,212.66607666015625,454.0384216308594,223.29745483398438,526.718017578125,207.7683563232422,0.2333333333333331
8,8,118.49526977539062,218.6343231201172,192.52198791503906,224.49549865722656,336.8836364746094,214.6121063232422,453.39520263671875,222.76019287109375,532.6610717773438,206.52383422851562,0.2666666666666664
9,9,116.7828598022461,219.48561096191406,191.67010498046875,223.2404327392578,336.11395263671875,214.82379150390625,454.08349609375,223.55477905273438,532.593017578125,206.71588134765625,0.2999999999999997
10,10,120.95819854736328,219.3358612060547,193.79025268554688,225.64425659179688,334.9234313964844,216.17172241210938,453.12554931640625,223.40318298339844,536.0838623046875,205.84454345703125,0.33333333333333304
11,11,124.11518859863281,222.70533752441406,191.52272033691406,225.2161865234375,333.80950927734375,216.8023681640625,453.34637451171875,223.50814819335938,540.9956665039062,205.868408203125,0.36666666666666636
12,12,125.31609344482422,222.87806701660156,190.67935180664062,226.0164031982422,334.02001953125,216.9618682861328,453.9251708984375,222.87301635742188,544.4053955078125,207.26611328125,0.3999999999999997
13,13,126.90544891357422,225.20062255859375,190.01882934570312,227.32504272460938,333.1308288574219,217.0000457763672,454.4171142578125,223.67433166503906,546.4273681640625,207.67076110839844,0.433333333333333
14,14,127.58244323730469,227.10189819335938,190.0936737060547,228.1308135986328,333.83203125,215.661376953125,454.33258056640625,223.3546142578125,549.3118286132812,207.49977111816406,0.46666666666666634
15,15,127.41146850585938,226.2469940185547,188.9987030029297,228.18582153320312,333.7093505859375,215.47845458984375,454.49310302734375,223.31170654296875,549.790771484375,206.09127807617188,0.49999999999999967
16,16,129.3527374267578,225.8790283203125,189.314453125,228.1721954345703,334.02886962890625,214.31304931640625,453.74688720703125,222.37779235839844,551.9762573242188,207.9941864013672,0.533333333333333
17,17,130.2412567138672,224.59336853027344,189.396240234375,225.87191772460938,334.5933837890625,213.49465942382812,453.2178039550781,222.45956420898438,552.7799072265625,207.6055908203125,0.5666666666666663
