,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,c5_x,c5_y,t
0,0,116.71114349365234,214.83734130859375,188.44082641601562,224.10923767089844,334.9254150390625,218.25616455078125,453.1827392578125,205.97677612304688,537.3770751953125,215.3346405029297,0.0
1,1,116.45932006835938,215.07479858398438,188.1764678955078,224.0101776123047,334.743896484375,218.34234619140625,453.1880187988281,205.81263732910156,537.011474609375,216.59278869628906,0.0333333333333333
2,2,116.59249114990234,215.34808349609375,186.78485107421875,224.085205078125,334.6142272949219,217.99057006835938,453.1485290527344,205.72323608398438,537.072265625,216.5153350830078,0.0666666666666666
3,3,116.52654266357422,215.21078491210938,186.50445556640625,224.57598876953125,335.5782165527344,217.5302276611328,453.2677917480469,205.77902221679688,536.8513793945312,216.2963409423828,0.0999999999999999
4,4,116.016845703125,214.69552612304688,187.88063049316406,224.37290954589844,336.25054931640625,217.0955810546875,453.31744384765625,205.26437377929688,534.9616088867188,216.8747100830078,0.1333333333333332
5,5,115.96770477294922,216.00143432617188,186.02743530273438,224.07025146484375,336.685791015625,216.98419189453125,453.1903381347656,205.4078369140625,534.5071411132812,216.119873046875,0.1666666666666665
6,6,117.85611724853516,216.38461303710938,186.95118713378906,223.79562377929688,336.6101379394531,217.6124267578125,453.4501037597656,207.26731872558594,534.4978637695312,216.76950073242188,0.1999999999999998
7,7,115.939208984375,216.02227783203125,186.28477478027344,223.86239624023438,337.49151611328125,216.96348571777344,453.4360656738281,205.39035034179688,534.4090576171875,217.09912109375,0.2333333333333331
8,8,116.73554229736328,215.165283203125,187.01785278320312,224.0215301513672,337.10772705078125,217.14100646972656,453.39501953125,205.46368408203125,534.0130004882812,216.853759765625,0.2666666666666664
9,9,116.20758819580078,216.4498748779297,186.69247436523438,223.1467742919922,338.4647216796875,217.08724975585938,453.1924743652344,206.9876251220703,533.8104248046875,217.4416046142578,0.2999999999999997
10,10,116.94441223144531,216.4114227294922,186.7997283935547,223.12001037597656,338.4462890625,216.92083740234375,454.8886413574219,205.2401123046875,533.47265625,217.63040161132812,0.33333333333333304
11,11,115.03018188476562,216.06031799316406,185.7706298828125,223.24143981933594,338.7870788574219,217.04666137695312,453.1163330078125,206.89451599121094,531.9244995117188,217.70277404785156,0.36666666666666636
12,12,115.78544616699219,214.8379364013672,185.97415161132812,223.3428497314453,338.5758972167969,216.06954956054688,453.1729431152344,207.08724975585938,531.4678344726562,218.17227172851562,0.3999999999999997
13,13,116.45719909667969,214.6338653564453,186.47161865234375,222.9728546142578,338.945068359375,216.50228881835938,453.22015380859375,206.84603881835938,529.1597900390625,220.00221252441406,0.433333333333333
