,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,c5_x,c5_y,t
0,0,129.6353769,217.0034762,212.7298599,213.8293172,365.5199889,207.267175,485.1821362,199.8891997,546.1933715,212.95661,0
1,1,119.9150445,232.4470964,196.4758857,229.1471898,338.1347106,222.8073947,449.4864593,214.1442893,505.5788571,228.0709157,0.033333333
2,2,129.9196526,215.6749834,211.2567179,211.9625632,364.1358183,206.0061517,487.3504094,198.9028612,549.0005716,207.0177986,0.066666667
3,3,117.9750634,220.7717688,189.4969856,228.3418902,333.1281815,227.1627784,449.4386642,220.84268,510.8725721,224.4192044,0.1
4,4,127.756405,206.065444,205.205444,211.3120628,360.3795578,213.4884819,486.8192742,205.3394287,552.2299611,208.8368815,0.133333333
5,5,118.4262168,221.2195889,188.496641,225.6856386,333.7336454,228.6565024,451.3475013,220.8759898,511.9374148,222.2288818,0.166666667
6,6,127.7969151,206.446169,204.455375,211.0080983,360.2749402,213.3795107,487.0646108,203.8173788,551.5773117,207.1930523,0.2
7,7,118.975675,221.4996022,189.3544162,225.6227916,333.2703801,228.9519052,449.9102959,219.1801903,511.8699499,223.8585804,0.233333333
8,8,128.3900417,205.9992787,202.8674679,210.8037847,359.7389637,213.4820339,486.1904467,203.9687602,551.2884352,208.4322989,0.266666667
9,9,118.4536671,222.4719384,187.4113125,225.2878854,332.842212,228.8382996,450.19318,219.6071505,510.3633511,223.7055972,0.3
10,10,128.3686165,207.7013011,202.5390592,208.0729989,360.0157529,213.4002323,486.8049105,202.6799812,551.5689115,206.7789589,0.333333333
11,11,118.5787992,223.3248998,188.5942486,223.2829914,333.3977743,229.4240907,450.4493926,218.2288241,510.8090233,222.9183751,0.366666667
12,12,128.3409632,207.9630752,203.4011039,207.670424,360.3618276,213.7343411,486.9806731,201.6073861,552.8355437,208.0038441,0.4
13,13,119.8682358,231.0789091,195.2919557,227.3027615,336.1489741,220.6336407,450.4853798,213.2697919,510.0546855,220.4640733,0.433333333
14,14,128.4674469,208.0035803,203.3121486,207.2435225,361.0378179,213.8100465,487.6428127,200.945587,552.4592027,205.8750961,0.466666667
15,15,118.8858181,223.0920768,188.2126295,222.5171637,334.0678847,229.328767,451.288106,215.5998303,511.3845226,220.8435917,0.5
16,16,128.3771609,208.2072784,202.6895892,208.1649854,360.5402193,214.9254329,487.3374565,200.6725729,552.9022963,207.1938876,0.533333333
17,17,120.1452976,223.8360385,187.9261408,222.2237415,333.7445632,230.9067952,450.299332,214.9268112,511.4240403,220.2714767,0.566666667
18,18,130.068315,208.8499533,203.0748273,208.0790805,362.0244868,213.9745584,487.7590687,199.7513591,553.5341055,204.9274016,0.6
19,19,119.9827097,224.7520198,188.5830193,223.1800751,334.2541403,230.5203759,451.1708286,213.5641887,512.2699928,219.9092813,0.633333333
20,20,129.4409864,209.0646863,203.0245064,206.6973624,360.4339025,215.5622314,487.1963206,199.2607251,552.8402889,205.4461284,0.666666667
21,21,119.7487555,224.1472709,187.6986617,223.3646233,333.411926,231.2735336,450.8432942,213.6459935,511.5406354,220.2854986,0.7
22,22,131.4271809,211.1536765,203.6714167,208.0107171,360.9291606,214.8894414,487.1060667,199.0739969,552.3240944,205.7572736,0.733333333
23,23,121.5754272,224.5359382,189.8329012,221.5399073,333.9958806,230.5024241,450.5863696,213.0808109,510.9494715,220.2959364,0.766666667
24,24,127.0682473,214.6193142,210.6412602,213.0292379,363.186277,205.6711049,487.9045971,197.7547658,551.8980576,204.1703627,0.8
25,25,122.0304745,226.2333882,189.5136293,222.6628687,333.5690475,231.3728029,450.5988301,212.8251786,511.1147221,220.2388585,0.833333333
26,26,132.7249771,211.9236114,204.7181693,206.9182797,360.4535563,215.5925956,486.6300456,198.8995346,552.5080648,205.5279154,0.866666667
27,27,123.077828,228.1848199,189.6488707,222.5603769,333.4960643,229.951955,450.2767546,213.2769286,511.2324446,219.822682,0.9
28,28,132.9423559,212.1474742,205.0906469,207.176434,360.6132239,214.3051502,486.6968944,198.8453861,552.4555477,204.9916471,0.933333333
29,29,123.1314009,229.3956696,190.6775334,222.5316571,335.3406109,231.3799867,451.1429407,212.6375652,511.0612604,220.1727733,0.966666667
30,30,134.910227,213.8660415,206.9155225,207.5159065,361.6931925,216.2228141,486.1998088,198.4658481,551.9019051,204.7686636,1
31,31,125.0391996,232.2147292,190.3719681,223.0421985,334.5852051,231.9208197,451.682245,213.3987399,511.0874869,219.5805058,1.033333333
32,32,135.0386184,216.223327,206.6625391,206.591117,360.0085069,215.9520715,488.0166209,200.7124039,552.6571521,204.8481792,1.066666667
33,33,125.2755643,232.4256863,192.6209337,222.6225165,334.4249981,231.6276648,451.5237587,215.5119892,510.9859631,220.0817568,1.1
34,34,135.4673323,216.0789212,207.9073373,206.9167556,361.043557,216.1213314,488.0211095,200.7806208,552.0820922,204.9773003,1.133333333
35,35,113.9350649,229.7789922,194.8571717,227.8129098,336.009594,221.2779244,451.2242309,211.8068312,512.4723877,217.7000481,1.166666667
36,36,137.3848664,216.3955765,207.8298279,206.6443716,361.7952131,216.0970049,487.5550917,201.6665171,551.8272011,205.0319471,1.2
37,37,127.4066294,233.0474595,192.4171889,222.6277982,334.61962,233.7264992,451.0763657,216.0095618,512.6287972,219.792186,1.233333333
38,38,138.4467041,217.1366566,207.8019983,207.8610063,360.2045967,215.9886345,486.3121853,202.0450879,552.434451,204.024125,1.266666667
39,39,128.3409775,232.8723431,192.7009482,223.7455564,333.3765617,233.219935,450.0733214,217.1652828,511.1186382,218.6765656,1.3
40,40,138.978689,217.3922318,208.94173,209.6110076,360.5007513,216.8817702,486.3823364,203.6471956,551.7063924,202.6238983,1.333333333
41,41,128.5000275,233.1263405,193.3432746,224.4823029,333.5553409,233.0802191,450.0246956,217.6876296,511.0473758,217.1246005,1.366666667
42,42,139.3984096,217.2861036,209.0468766,210.0429062,360.7733725,217.6173695,486.4655688,205.2380046,553.9098694,201.1062008,1.4
43,43,129.0635854,233.4214603,194.4551558,225.0558641,334.0267353,233.2631167,449.387754,219.8373798,511.6291646,215.304176,1.433333333
44,44,138.0078747,216.6420219,209.9069816,210.5791892,360.8730525,217.3058286,487.6105586,206.2588546,553.4468975,201.3199959,1.466666667
45,45,128.1463705,231.8416086,195.7377615,224.5852348,333.8714531,233.8708524,451.0937808,220.8285795,512.8104245,216.2843091,1.5
46,46,125.2867111,214.344395,210.6760152,213.8895034,363.1046156,206.2794882,487.5353417,197.5110608,553.5537273,202.9778494,1.533333333
47,47,127.9442723,231.6674668,196.627845,224.3372266,334.3409784,233.7947223,450.9178201,220.5200822,513.1578957,216.6807732,1.566666667
48,48,137.7480782,216.0253735,210.8367248,210.3742454,361.5291645,218.9549628,486.5831713,205.632373,555.646463,201.9260491,1.6
49,49,129.818561,230.2372501,195.1583312,225.6615247,332.9568193,235.2089208,450.1674579,221.1031538,512.9676054,216.2059625,1.633333333
50,50,138.826091,216.2791755,212.7726143,208.6767513,361.5436885,219.2639391,485.9135292,205.9112489,557.0723139,201.7588554,1.666666667
51,51,129.266099,231.3660277,197.3418344,225.7888064,333.5404179,235.3363282,451.1026516,220.204354,514.8989308,214.5932254,1.7
52,52,139.0022063,215.045058,214.0476948,208.89994,360.3714461,219.8277286,487.1956152,205.6317282,555.3468137,200.2496868,1.733333333
53,53,127.2718478,230.4885751,198.0035339,224.8935277,333.9518237,235.4890599,450.8615696,220.3238073,515.7449426,214.2151375,1.766666667
54,54,137.4987819,215.0905603,213.8214509,208.187275,360.9466984,219.5619685,487.2217776,205.4275611,557.5238719,199.7573528,1.8
55,55,127.7115419,229.9781438,197.7955318,223.5348037,333.9817586,236.0253656,450.5766088,219.10755,515.0495848,213.9635138,1.833333333
56,56,138.5021068,212.8189452,214.211322,207.7893016,361.381488,218.3953645,487.6099174,203.4604821,557.8656503,200.061757,1.866666667
57,57,120.5120261,220.4950921,203.8047646,217.5983835,349.4701379,212.0845257,470.1409819,204.3011479,534.3555202,208.1358224,1.9
58,58,138.3297588,212.8684483,215.1088912,208.320646,361.2556456,220.2657235,487.0825013,202.8698455,558.7027189,200.2726944,1.933333333
59,59,135.1356353,219.854054,207.0291863,215.3873127,347.8301592,226.7430233,469.8854898,208.9877005,539.221974,206.3297274,1.966666667
60,60,141.1847149,213.334917,215.2183821,206.8925316,360.7686273,220.1970817,487.9900096,201.7996243,560.7280608,199.9327823,2
61,61,134.7649186,218.5981365,207.2697485,213.773813,347.4845316,225.4974062,469.9179435,208.115267,539.6295756,204.616849,2.033333333
62,62,140.0366952,213.3116749,215.4530743,207.1810502,361.6807205,220.2741939,487.7686872,200.421863,560.5694192,198.5143547,2.066666667
63,63,135.1250284,218.6898579,207.4787832,214.4856093,348.2336847,225.6614264,469.5955678,206.1403641,541.7399018,205.1697753,2.1
64,64,141.373158,212.2013003,216.8003258,207.0975047,361.6523138,218.8943956,487.6638453,199.4345573,562.9056319,198.738701,2.133333333
65,65,136.2196393,218.1112714,209.7573377,213.6867131,347.9558054,226.6564068,469.3951019,205.5783155,543.9168647,204.9692055,2.166666667
66,66,141.3006663,213.9477113,216.9158123,207.4125627,361.9456469,218.855942,487.7372667,199.0357486,564.6470989,200.550823,2.2
67,67,136.451509,220.5382871,209.1365019,212.9322957,349.0252655,225.842936,469.6929598,206.0915205,543.8509691,206.9240968,2.233333333
68,68,127.1549022,213.3487362,211.2568782,211.5636959,363.5353334,206.3008985,488.27257,197.7316117,556.8982185,201.0026225,2.266666667
69,69,136.555571,220.0038017,208.3703499,213.8201948,348.9563746,226.212057,469.8704518,205.424641,543.8970404,206.7677036,2.3
70,70,142.5487027,213.3510516,216.6355603,208.0096326,361.5071381,218.2077131,488.0478491,199.1238517,565.4905158,200.7631086,2.333333333
71,71,137.4533906,220.0027596,209.0152558,213.1562452,349.8271289,226.1585012,470.094293,205.1687181,544.2374495,206.4771644,2.366666667
72,72,144.7004641,213.3567816,217.7838365,207.3406675,363.5936217,218.7175592,486.3539297,198.9954486,564.7918898,200.1726186,2.4
73,73,137.9363521,219.6684816,208.8656938,213.4854184,350.6013248,226.0869123,469.2145529,203.9362256,545.4074513,207.1473062,2.433333333
74,74,144.2572101,214.7533154,217.6712997,208.2309895,363.2016346,220.6217996,487.0280284,198.872497,566.3598385,200.4215113,2.466666667
75,75,139.1360285,220.3148058,208.8368993,212.9188237,350.4203127,226.9237325,469.7002781,204.940147,545.8369768,205.9634911,2.5
76,76,143.5926499,215.2003228,217.8916923,208.3777694,362.2764602,220.5601772,485.7121493,198.6769468,565.3500211,200.4781218,2.533333333
77,77,136.8319835,221.4612405,209.9782608,214.8356097,351.5380056,226.1009734,468.0222566,204.9684201,545.2017977,206.3326876,2.566666667
78,78,142.8081946,213.5140687,217.2190204,209.9168918,364.5279337,219.8073002,485.5394325,199.2440482,565.9659918,201.7115798,2.6
79,79,122.3900194,219.8803486,202.1592895,217.962898,350.1913147,211.4984631,469.4066197,204.2402973,537.9219103,207.4289195,2.633333333
80,80,141.8272167,214.1926619,217.060475,208.6143816,363.9732972,220.2389937,484.5375023,198.9998889,567.4893105,200.85171,2.666666667
81,81,136.6368442,220.7569354,209.0685991,214.9948724,350.5825505,226.9558267,466.6507082,205.7151954,546.4651155,207.24889,2.7
82,82,144.1085558,215.5319111,217.2755613,208.7179013,363.7329622,220.448114,483.7986068,199.2138452,567.4265977,200.3230767,2.733333333
83,83,136.86436,221.0850513,211.8708599,216.7732683,350.7937313,227.3994968,466.8479627,205.7459454,546.3621035,207.6168631,2.766666667
84,84,143.5924575,215.3163721,217.9881181,209.9867207,363.6337631,219.4413909,485.5678713,198.8108453,568.6010843,201.5122488,2.8
85,85,140.1953603,220.707684,210.3851213,217.8860532,350.3875502,227.4811596,468.1747984,205.7014213,546.3533957,208.3625962,2.833333333
86,86,145.1126822,215.33428,219.4346969,211.6175074,363.8637101,220.6087424,485.1756597,198.7916919,568.5111831,202.0609148,2.866666667
87,87,139.7428145,221.9806681,211.6424332,218.1583328,350.4654577,227.3649861,467.2406497,204.7568703,547.389383,208.242798,2.9
88,88,144.5331978,213.6532429,218.3945972,211.6051536,364.3859321,220.1956309,485.6527388,198.3301617,568.3034229,202.6422165,2.933333333
89,89,137.9767109,221.7259685,211.2712378,218.4760275,350.9458408,228.0225773,468.6010199,205.8922647,547.9412508,208.2321805,2.966666667
90,90,126.6200879,213.1738489,209.9424259,211.0410417,362.5670039,206.1030915,487.4187651,197.7378252,559.3194591,200.571354,3
91,91,139.1211603,220.3292293,211.4320706,219.6769545,352.109358,227.3437964,469.7730906,205.305311,545.9648773,207.846582,3.033333333
92,92,145.9174807,213.3135214,218.5987825,213.4169091,365.3511516,220.6420668,487.4296661,199.9103902,566.4679508,201.3891946,3.066666667
93,93,140.4384081,219.6061207,210.2540867,220.1366339,352.2103938,227.4144338,468.5342597,205.3023357,547.1190073,207.6869417,3.1
94,94,145.7295346,213.1800478,218.3485244,213.5735808,365.7771243,220.6262106,487.3261707,199.1877748,568.1088721,201.6031216,3.133333333
95,95,140.4316148,219.7631028,211.1756985,220.8124999,350.6360945,227.8419285,469.2467905,206.2950355,546.5530587,207.7139311,3.166666667
96,96,146.1383542,213.1401728,218.1428321,213.5133946,364.0800308,220.9097027,487.4103008,199.3152546,569.011475,202.0520635,3.2
97,97,141.3183026,219.4046598,210.8771921,218.7032846,350.8046933,227.7815914,469.6771189,205.7754418,548.1822915,208.6987017,3.233333333
98,98,147.1907016,212.9335584,218.6615274,211.4778789,364.0508867,221.1919052,486.7440573,199.3044689,569.1018891,202.5609131,3.266666667
99,99,142.23695,219.5412527,210.9569523,217.9979222,350.2487495,227.9546433,469.4134748,206.4043823,547.8063717,208.5116794,3.3
100,100,147.7220612,212.9591745,219.0505489,211.4594288,363.5405916,221.1157016,487.4647737,200.1721789,568.8451385,202.3459163,3.333333333
101,101,122.1695903,220.2824095,201.9381347,217.4314182,350.2592792,212.1949298,469.869896,203.9664923,539.6988061,204.9378967,3.366666667
102,102,147.8917,212.8499396,217.403616,211.4561022,363.8837166,221.2028521,485.5966949,200.3063852,568.9913402,202.4334479,3.4
103,103,142.2833765,219.251393,209.6023874,218.2468221,350.6639781,228.145245,468.5074877,206.4003346,547.9595929,208.762588,3.433333333
104,104,147.7688554,212.6087698,219.0229437,210.5118222,364.6036956,222.1807203,485.9526446,199.8657525,567.5862653,202.9121971,3.466666667
105,105,142.4826226,219.0993345,210.7915958,216.7796418,351.0329502,228.9426158,467.2832009,206.7374218,548.0760681,209.0691518,3.5
106,106,145.8517861,213.2080526,218.2187063,210.6597745,362.898715,222.3217556,486.0245271,199.9501333,567.9790219,202.4709195,3.533333333
107,107,140.5014938,219.6262683,208.7228171,216.5564173,351.0218955,228.9658294,468.0318599,206.3374753,547.1153018,208.7169614,3.566666667
108,108,147.3105004,212.9315507,218.9331387,209.6023321,364.1367801,222.308376,485.6287246,199.6675498,568.9116987,202.330529,3.6
109,109,138.2565509,218.1919977,210.6223485,216.4482787,350.1567612,228.0024146,468.4364045,205.9344629,548.0584054,208.3529906,3.633333333
110,110,143.3780604,211.6316343,217.5057327,210.0502775,364.1392489,221.3405315,485.6140082,200.1641189,569.2225055,202.519939,3.666666667
111,111,139.1079133,218.1321137,210.161311,215.8502242,349.3839857,229.4991065,468.7048657,205.9806181,548.1218924,208.9205217,3.7
112,112,129.6108657,216.7161006,212.3403415,213.8466242,364.3258163,208.7155272,485.7202609,199.7357814,546.3481016,212.5796952,3.733333333
113,113,124.224458,220.7170329,202.3088669,216.8447515,350.3769278,211.6850776,469.8572047,204.0779687,538.8273416,205.2992848,3.766666667
114,114,142.6979823,209.530393,219.7319095,209.8857802,362.7615227,222.5726121,486.4164501,199.1466835,568.5460663,202.3728514,3.8
115,115,137.5025498,216.0823294,211.7940332,215.7596506,349.6255514,228.9252321,468.4159627,205.8139096,546.5030348,210.0048372,3.833333333
116,116,142.4037674,209.732186,219.6291836,210.0080577,362.4781928,222.3306216,486.8683928,199.4177045,566.1949128,202.5798467,3.866666667
117,117,135.7167918,216.1423493,211.7751044,216.4482334,350.0038798,229.0182071,469.0286002,205.9080928,545.5110809,210.0919521,3.9
118,118,142.7365045,208.4146988,220.9389389,208.9841743,362.8792855,220.7666304,486.6815368,199.6921548,565.9591306,203.1524876,3.933333333
119,119,135.0405746,215.9168291,212.8461084,215.3450541,349.6171523,227.570253,469.3705223,206.015748,546.4336191,209.8474775,3.966666667
120,120,140.065663,208.3142273,219.5797123,209.8928584,362.568062,221.1485277,487.2429063,199.5771899,565.0751235,205.5480801,4
121,121,134.9454367,215.5768572,213.2757575,216.5685602,349.6593021,227.5673683,469.0031559,206.6199344,544.2643141,210.2797145,4.033333333
122,122,139.3355845,208.9569461,220.4781472,209.1602632,362.8571629,220.6681958,486.8643851,200.1132384,565.3621404,205.4490007,4.066666667
123,123,133.88558,213.6160757,211.4430172,216.709382,348.3388583,226.9911228,468.8209395,206.313854,544.5913835,210.7254084,4.1
