,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,c5_x,c5_y,t
0,0,125.80070495605469,221.7845916748047,199.1600799560547,221.4258575439453,340.97808837890625,218.12844848632812,463.64923095703125,210.05963134765625,542.4462280273438,208.48104858398438,0.0
1,1,124.6687240600586,221.6248779296875,199.2549285888672,221.4994659423828,340.9323425292969,218.165771484375,463.06982421875,211.32302856445312,542.2044677734375,208.37681579589844,0.0333333333333333
2,2,124.30247497558594,221.43096923828125,197.8644561767578,222.63278198242188,340.9739685058594,218.22300720214844,463.1695861816406,211.71890258789062,540.7555541992188,206.8765411376953,0.0666666666666666
3,3,124.35639190673828,221.42977905273438,199.60134887695312,222.7581024169922,340.96929931640625,219.147216796875,463.4054870605469,211.79510498046875,541.0400390625,208.37425231933594,0.0999999999999999
4,4,124.49901580810547,221.655517578125,198.53988647460938,221.37229919433594,340.8889465332031,218.90452575683594,462.8742370605469,212.4962158203125,542.436767578125,207.90040588378906,0.1333333333333332
5,5,124.33233642578125,221.5662841796875,199.3411102294922,222.44810485839844,341.0734558105469,219.13284301757812,463.76007080078125,212.78070068359375,542.209716796875,207.81512451171875,0.1666666666666665
6,6,125.72952270507812,221.28933715820312,198.01205444335938,222.54446411132812,341.16717529296875,219.37139892578125,462.65167236328125,211.92098999023438,541.6826782226562,206.47015380859375,0.1999999999999998
7,7,126.12565612792969,221.1654510498047,197.9751739501953,222.7133331298828,340.8372802734375,219.55615234375,463.5166015625,213.12899780273438,541.6141967773438,207.21119689941406,0.2333333333333331
8,8,124.39907836914062,222.92010498046875,197.97164916992188,222.6065216064453,341.2491760253906,219.90599060058594,463.66778564453125,213.01698303222656,543.7081298828125,207.22206115722656,0.2666666666666664
9,9,124.41458892822266,222.92901611328125,198.57647705078125,221.74826049804688,341.300048828125,219.84657287597656,463.59326171875,212.89947509765625,543.6549072265625,207.2592315673828,0.2999999999999997
10,10,125.5842056274414,221.25051879882812,198.14454650878906,222.8690948486328,340.87628173828125,220.1324462890625,463.0733337402344,213.00921630859375,542.9142456054688,207.23756408691406,0.33333333333333304
11,11,125.47349548339844,221.37684631347656,198.11160278320312,222.75119018554688,340.824462890625,219.74154663085938,463.04901123046875,213.58749389648438,542.9738159179688,206.9884490966797,0.36666666666666636
12,12,125.6223373413086,221.54946899414062,197.7624053955078,222.63540649414062,340.2493591308594,221.3414306640625,463.2193908691406,212.46896362304688,543.870849609375,205.47927856445312,0.3999999999999997
13,13,125.5462417602539,221.32339477539062,197.69683837890625,222.81491088867188,340.2315673828125,221.13681030273438,463.14947509765625,213.7296600341797,544.1004638671875,205.74456787109375,0.433333333333333
14,14,125.28178405761719,221.4207305908203,198.20765686035156,222.65863037109375,340.05841064453125,221.14674377441406,462.82958984375,212.8735809326172,542.2437133789062,205.4314422607422,0.46666666666666634
15,15,125.41033935546875,221.4180145263672,198.15728759765625,222.72630310058594,340.13275146484375,221.12185668945312,462.8573913574219,212.93359375,544.281982421875,205.18716430664062,0.49999999999999967
16,16,124.79721069335938,221.7921905517578,198.86766052246094,222.24095153808594,339.68841552734375,220.39300537109375,463.090087890625,212.3524627685547,544.1295166015625,207.11138916015625,0.533333333333333
17,17,126.35015106201172,221.4748077392578,198.77899169921875,222.13873291015625,339.5780944824219,221.14834594726562,462.621337890625,213.572265625,543.7376098632812,205.17330932617188,0.5666666666666663
18,18,124.60697174072266,221.5160369873047,198.941162109375,222.33079528808594,340.4190673828125,220.31820678710938,462.12481689453125,213.14617919921875,543.3897094726562,205.27197265625,0.5999999999999996
19,19,126.42723083496094,221.637939453125,198.52601623535156,222.3905029296875,339.4635009765625,220.4842529296875,463.044189453125,213.26080322265625,543.1046142578125,205.5186004638672,0.633333333333333
20,20,124.59745788574219,221.59893798828125,198.8297882080078,222.54833984375,340.30755615234375,220.0399169921875,462.3143615722656,212.90438842773438,543.1668701171875,204.70339965820312,0.6666666666666663
21,21,126.47183227539062,221.53736877441406,198.7562713623047,222.57418823242188,340.28826904296875,220.03640747070312,462.2187194824219,212.9481201171875,543.0948486328125,204.65707397460938,0.6999999999999996
22,22,125.42971801757812,221.6344757080078,198.0564727783203,224.33755493164062,340.10809326171875,219.82772827148438,461.8661193847656,212.74166870117188,543.31201171875,204.2098846435547,0.733333333333333
23,23,125.53315734863281,221.53289794921875,198.13275146484375,223.6644287109375,339.96246337890625,220.21939086914062,462.0692443847656,212.7099151611328,543.0093994140625,204.6483612060547,0.7666666666666663
24,24,126.68054962158203,220.6940460205078,198.35655212402344,223.3555450439453,338.9351501464844,220.510009765625,462.8506164550781,212.70352172851562,542.2884521484375,203.52293395996094,0.7999999999999996
25,25,126.4122085571289,220.5838165283203,198.08338928222656,223.17486572265625,338.8174133300781,220.62709045410156,462.2594909667969,214.23329162597656,541.6470336914062,204.3944549560547,0.8333333333333329
