,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,t
0,0,96.0422134399414,211.51806640625,233.51889038085938,214.8988800048828,439.75390625,206.65127563476562,473.8841857910156,214.56118774414062,0.0
1,1,97.70867156982422,213.19627380371094,232.63662719726562,214.0259552001953,439.7100830078125,207.20082092285156,473.31341552734375,214.30502319335938,0.0333333333333333
2,2,97.65261840820312,212.6330108642578,231.38771057128906,216.58209228515625,438.5728759765625,207.77113342285156,473.98309326171875,214.73377990722656,0.0666666666666666
3,3,97.89958953857422,213.49819946289062,230.2480010986328,215.1033935546875,438.38287353515625,207.92977905273438,473.9253234863281,214.5770721435547,0.0999999999999999
4,4,97.88990783691406,213.3159942626953,230.24008178710938,215.11627197265625,438.2577209472656,207.98204040527344,473.961669921875,214.615966796875,0.1333333333333332
5,5,95.80047607421875,212.30018615722656,230.503173828125,216.46536254882812,439.19049072265625,207.84339904785156,473.36517333984375,212.27207946777344,0.1666666666666665
6,6,95.85783386230469,212.297607421875,230.70578002929688,216.0338897705078,439.21563720703125,206.2339324951172,473.72174072265625,212.26614379882812,0.1999999999999998
7,7,96.32109832763672,212.3153533935547,228.4180450439453,215.9044952392578,439.7541198730469,208.19017028808594,472.9671936035156,211.8567657470703,0.2333333333333331
8,8,98.22273254394531,211.8246307373047,229.1837158203125,215.6276092529297,439.31591796875,206.81854248046875,473.6117858886719,213.29354858398438,0.2666666666666664
9,9,98.50121307373047,212.3200225830078,229.10462951660156,216.1741180419922,439.3143310546875,206.5906524658203,474.0041809082031,213.09576416015625,0.2999999999999997
10,10,98.41838836669922,212.42108154296875,229.04769897460938,216.1173095703125,439.373779296875,206.5541534423828,473.96673583984375,213.08441162109375,0.33333333333333304
11,11,97.8635482788086,212.22979736328125,228.73924255371094,216.0370635986328,439.0640563964844,206.63827514648438,474.16436767578125,212.85440063476562,0.36666666666666636
12,12,99.22085571289062,211.6803741455078,227.70083618164062,215.4873809814453,439.80047607421875,207.31813049316406,474.1141662597656,212.62411499023438,0.3999999999999997
13,13,99.18863677978516,211.3944549560547,227.46742248535156,215.51156616210938,440.1623840332031,207.0762939453125,474.2182922363281,212.69912719726562,0.433333333333333
14,14,98.87643432617188,212.9174346923828,227.50033569335938,215.872802734375,439.43865966796875,208.3789520263672,474.7105712890625,212.9624481201172,0.46666666666666634
15,15,99.24954223632812,212.5372314453125,227.1527099609375,214.79359436035156,439.6517028808594,208.44630432128906,474.170654296875,212.9100799560547,0.49999999999999967
16,16,98.66793060302734,212.6129608154297,227.21453857421875,214.8140106201172,439.75274658203125,206.41970825195312,474.15704345703125,212.8462677001953,0.533333333333333
