,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,t
0,0,101.08499145507812,213.98094177246094,239.9705810546875,219.93923950195312,432.6861267089844,201.4450225830078,480.0650329589844,213.53575134277344,0.0
1,1,100.94719696044922,215.77415466308594,239.98828125,219.88157653808594,432.5370178222656,201.4311981201172,480.1046447753906,213.26336669921875,0.0333333333333333
2,2,101.20234680175781,213.6717071533203,239.9026641845703,219.2035369873047,432.59234619140625,200.2291717529297,477.9642333984375,211.0578155517578,0.0666666666666666
3,3,100.41297912597656,213.2863006591797,239.28469848632812,219.2828826904297,432.7054748535156,200.575439453125,480.019287109375,212.59410095214844,0.0999999999999999
4,4,100.22314453125,213.4495849609375,239.09454345703125,219.9694366455078,432.45892333984375,201.7567596435547,479.5149841308594,210.51927185058594,0.1333333333333332
5,5,98.31285095214844,213.93612670898438,238.9456787109375,220.9951171875,434.015625,200.75006103515625,479.7962341308594,208.18264770507812,0.1666666666666665
6,6,98.65995025634766,213.4743194580078,239.635009765625,222.06971740722656,433.11871337890625,201.59446716308594,480.4188537597656,206.4065399169922,0.1999999999999998
7,7,100.1760482788086,212.95887756347656,239.59523010253906,221.4178466796875,433.4087829589844,201.69143676757812,480.5509338378906,206.3524169921875,0.2333333333333331
8,8,99.51566314697266,212.78268432617188,239.21156311035156,222.6290740966797,434.0826416015625,202.8270721435547,479.55914306640625,206.0137481689453,0.2666666666666664
9,9,99.99524688720703,214.66073608398438,239.5449981689453,223.72190856933594,434.5181884765625,201.74229431152344,480.26678466796875,205.85122680664062,0.2999999999999997
10,10,99.15420532226562,214.36924743652344,239.5347442626953,224.0361328125,434.2127380371094,201.55502319335938,479.66326904296875,208.29891967773438,0.33333333333333304
11,11,98.63243865966797,214.96176147460938,239.0779266357422,222.99868774414062,433.7506103515625,203.4412384033203,479.9952697753906,207.838623046875,0.36666666666666636
12,12,97.9532241821289,214.35545349121094,239.50320434570312,222.5782012939453,434.41064453125,202.30955505371094,479.2000732421875,211.01515197753906,0.3999999999999997
13,13,98.05789947509766,214.43661499023438,239.53445434570312,222.48475646972656,434.4487609863281,202.263427734375,479.1754455566406,211.06776428222656,0.433333333333333
14,14,98.08100128173828,214.5277557373047,238.11228942871094,223.35411071777344,434.32696533203125,203.8061981201172,479.03680419921875,212.0963897705078,0.46666666666666634
15,15,97.9385757446289,214.0585479736328,239.7699432373047,222.24307250976562,435.08544921875,203.89744567871094,479.41705322265625,212.6066131591797,0.49999999999999967
16,16,97.93795776367188,214.11727905273438,240.4282989501953,219.58648681640625,434.8583984375,203.43511962890625,477.5005798339844,212.37725830078125,0.533333333333333
17,17,97.76095581054688,213.0991973876953,239.79444885253906,218.73056030273438,434.9838562011719,202.7246551513672,476.7853088378906,212.14541625976562,0.5666666666666663
18,18,98.23432159423828,212.43804931640625,239.44036865234375,219.73509216308594,434.19122314453125,203.66969299316406,478.9630126953125,212.03810119628906,0.5999999999999996
