,image_id,c1_x,c1_y,c2_x,c2_y,c3_x,c3_y,c4_x,c4_y,t
0,0,98.22421264648438,216.7240753173828,221.8804473876953,228.1468048095703,415.5714416503906,216.9971466064453,475.8258972167969,209.12503051757812,0.0
1,1,98.62689971923828,216.70663452148438,222.0445098876953,227.9643096923828,415.42083740234375,216.86402893066406,475.8433837890625,208.9754180908203,0.0333333333333333
2,2,98.68537139892578,216.24850463867188,222.08169555664062,227.64645385742188,415.3677673339844,215.22789001464844,475.7925109863281,211.3174591064453,0.0666666666666666
3,3,98.38380432128906,216.04489135742188,221.8852081298828,226.51925659179688,416.6546325683594,216.1788330078125,476.556884765625,210.79251098632812,0.0999999999999999
4,4,98.92866516113281,216.05001831054688,221.87533569335938,226.53575134277344,416.24462890625,215.79405212402344,476.35113525390625,211.18161010742188,0.1333333333333332
5,5,98.44184875488281,215.66226196289062,220.8008270263672,226.65084838867188,416.2047119140625,215.90916442871094,474.1573181152344,212.02719116210938,0.1666666666666665
6,6,99.06083679199219,214.73541259765625,220.65682983398438,226.2339630126953,418.2933654785156,216.7025909423828,474.1756896972656,214.82879638671875,0.1999999999999998
7,7,98.86254119873047,215.17510986328125,220.2963104248047,226.16714477539062,416.7696838378906,216.89804077148438,473.46875,212.57679748535156,0.2333333333333331
8,8,98.35810852050781,216.54685974121094,221.9311065673828,226.98158264160156,417.1601867675781,217.14561462402344,474.16998291015625,215.78292846679688,0.2666666666666664
9,9,98.2548599243164,215.59066772460938,221.85731506347656,226.53924560546875,418.7899169921875,216.3425750732422,471.6296081542969,216.0169219970703,0.2999999999999997
10,10,98.93131256103516,215.83694458007812,222.5045623779297,227.51736450195312,418.99468994140625,217.6208038330078,471.7378845214844,218.27474975585938,0.33333333333333304
11,11,99.2784423828125,215.55368041992188,222.34237670898438,226.7523956298828,418.49871826171875,218.8804473876953,469.4886474609375,219.93043518066406,0.36666666666666636
12,12,100.35848999023438,217.5277862548828,222.5653839111328,227.34120178222656,419.78228759765625,218.38331604003906,467.2353210449219,221.99403381347656,0.3999999999999997
13,13,100.5256576538086,217.3999481201172,222.54058837890625,227.34629821777344,419.8784484863281,218.36773681640625,467.225830078125,221.92584228515625,0.433333333333333
14,14,100.5424575805664,215.60488891601562,223.87307739257812,226.75811767578125,419.70635986328125,218.41819763183594,467.24798583984375,223.98779296875,0.46666666666666634
15,15,99.17120361328125,215.98870849609375,226.22064208984375,226.51943969726562,418.9067687988281,218.43881225585938,466.12841796875,224.49411010742188,0.49999999999999967
16,16,100.0233154296875,215.9441680908203,227.09759521484375,226.09707641601562,420.378173828125,216.78208923339844,463.7451171875,224.2312774658203,0.533333333333333
17,17,99.66058349609375,215.70285034179688,226.37271118164062,225.3641815185547,418.569580078125,219.19618225097656,463.7713623046875,226.9275665283203,0.5666666666666663
18,18,100.70465850830078,214.50357055664062,227.17710876464844,225.87796020507812,419.65704345703125,219.45777893066406,462.8921203613281,228.4423828125,0.5999999999999996
19,19,100.62881469726562,216.63412475585938,227.56243896484375,223.62420654296875,419.5390625,219.48744201660156,463.2733459472656,230.3328399658203,0.633333333333333
20,20,99.4550552368164,214.8523406982422,227.88656616210938,222.9984588623047,417.14111328125,218.3292236328125,462.9461364746094,226.6601104736328,0.6666666666666663
21,21,99.28582763671875,216.0249786376953,227.01255798339844,223.98313903808594,417.1502685546875,218.38595581054688,462.2261962890625,225.38584899902344,0.6999999999999996
22,22,99.3568115234375,217.02671813964844,225.63983154296875,224.15316772460938,416.8475646972656,218.904296875,463.07904052734375,226.19735717773438,0.733333333333333
23,23,98.7767333984375,216.34547424316406,226.05979919433594,224.30543518066406,416.8773193359375,219.85894775390625,462.8195495605469,228.19032287597656,0.7666666666666663
24,24,99.99901580810547,217.9331817626953,226.75643920898438,223.6663360595703,415.88494873046875,219.71250915527344,466.74072265625,228.7687225341797,0.7999999999999996
25,25,100.05046081542969,217.58799743652344,225.3743438720703,225.6745147705078,415.22955322265625,218.61207580566406,464.827880859375,227.95875549316406,0.8333333333333329
26,26,100.06930541992188,217.4151153564453,225.41650390625,225.63055419921875,415.23931884765625,218.44776916503906,464.8675231933594,227.86611938476562,0.8666666666666663
27,27,100.60523986816406,218.04678344726562,224.8136749267578,225.7018585205078,414.8807678222656,220.05189514160156,463.98797607421875,223.96182250976562,0.8999999999999996
28,28,100.29682922363281,219.78912353515625,224.9493865966797,226.0632781982422,413.8084716796875,220.4816131591797,464.2179260253906,222.89410400390625,0.9333333333333329
29,29,99.6419448852539,217.5523223876953,225.59230041503906,226.07833862304688,414.1495056152344,221.3263702392578,464.0719909667969,222.86354064941406,0.9666666666666662
30,30,97.72184753417969,219.81781005859375,225.0777587890625,227.38230895996094,413.8418884277344,220.4709930419922,464.4736328125,222.6183319091797,0.9999999999999996
31,31,100.15666198730469,217.9935760498047,224.44093322753906,227.57908630371094,414.86663818359375,221.27133178710938,463.0547180175781,222.690673828125,1.0333333333333328
